age,background,experience,schedule,howlong,total_lift,gender_male,BMI,diet,experience_level
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1170.0,1,25.102162269390995,no diet,Professional
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1489.0,1,27.5624860770773,strict diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1390.0,1,28.0550304557866,normal diet,Professional
29.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1315.0,1,29.146399523903987,normal diet,Professional
33.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,1065.0,1,26.496726839912714,no diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1180.0,1,24.00289351851852,normal diet,Expert
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1350.0,1,26.301686851211073,normal diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,875.0,1,27.169082125603865,normal diet,Professional
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1165.0,1,25.085423875432525,no diet,Professional
35.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1170.0,1,26.111428571428572,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,939.0,1,11.345092887971477,normal diet,Amateur
32.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1010.0,1,24.117175317442637,normal diet,Professional
36.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,1205.0,1,26.576265614727152,normal diet,Expert
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1435.0,1,27.976530612244897,normal diet,Professional
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1125.0,1,24.668981047100768,normal diet,Amateur
33.0,No or minimal sports,Beginner with coach,Multiple workouts per day,1-2 years|,1141.0,1,23.73167438271605,normal diet,Amateur
27.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1745.0,1,28.071180555555557,strict diet,Professional
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1446.0,1,28.756756756756758,normal diet,Expert
23.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1500.0,1,31.008191556395715,normal diet,Professional
45.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1140.0,1,26.496726839912714,strict diet,Expert
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1147.0,1,30.98938775510204,normal diet,Expert
38.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,970.0,1,22.886998529720646,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1075.0,1,27.863889357395852,no diet,Professional
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1030.0,1,23.75,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,733.0,1,24.963673469387754,normal diet,Amateur
30.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1685.0,1,30.406574394463668,no diet,Professional
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1375.0,1,31.19020061728395,normal diet,Professional
37.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,1280.0,1,25.492494518468543,normal diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1200.0,1,25.526620628202274,normal diet,Professional
33.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,895.0,1,23.24204081632653,normal diet,Professional
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1717.0,1,37.24805363321799,no diet,Expert
35.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1215.0,1,27.02142407057341,normal diet,Professional
34.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1415.0,1,27.043535372490147,normal diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1380.0,1,25.087770061728396,normal diet,Professional
28.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,1290.0,1,26.83108108108108,strict diet,Professional
28.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1350.0,1,31.244444444444444,normal diet,Expert
37.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1240.0,1,26.636183296964887,strict diet,Professional
31.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1200.0,1,25.544843520268852,normal diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,980.0,1,27.27433425160698,normal diet,Amateur
38.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1308.0,1,26.12009757928317,normal diet,Expert
25.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1415.0,1,29.983138266217022,normal diet,Amateur
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1050.0,1,25.74462890625,normal diet,Expert
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1355.0,1,24.389795918367348,normal diet,Professional
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1240.0,1,26.62878787878788,no diet,Expert
43.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|4+ years|,1268.0,1,23.370844444444444,strict diet,Professional
28.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1310.0,1,25.799444554651856,normal diet,Expert
26.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1480.0,1,30.10250865051903,normal diet,Expert
44.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1325.0,1,28.793320730938877,strict diet,Professional
42.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,940.0,1,24.363579080025204,normal diet,Professional
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1015.0,1,24.958579881656803,no diet,Professional
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1640.0,1,30.702448979591836,no diet,Expert
27.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1345.0,1,27.799961419753085,no diet,Amateur
41.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1085.0,1,24.363579080025204,normal diet,Professional
31.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1367.0,1,27.54612244897959,normal diet,Professional
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1390.0,1,28.309500328731097,normal diet,Professional
46.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1185.0,1,28.971931387836936,normal diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1306.0,1,26.647776318258586,normal diet,Expert
40.0,Professional sports,Beginner with coach,Single workout per day,4+ years|,1170.0,1,28.5,normal diet,Expert
28.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,950.0,1,26.111428571428572,no diet,Expert
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1210.0,1,24.958579881656803,normal diet,Professional
37.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,1115.0,1,25.397185465238394,no diet,Professional
32.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1225.0,1,25.824489795918367,normal diet,Professional
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1130.0,1,24.537061362356916,no diet,Amateur
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1315.0,1,26.111428571428572,normal diet,Expert
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1395.0,1,31.37770283673874,normal diet,Amateur
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,950.0,1,26.71508487654321,normal diet,Expert
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1270.0,1,30.51215277777778,normal diet,Expert
44.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,875.0,1,23.490755179327245,no diet,Professional
38.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1135.0,1,28.12,normal diet,Amateur
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,742.0,1,26.309645800846514,strict diet,Professional
34.0,Professional sports,Advanced (Trainer/Courses),Other,4+ years|,1235.0,1,25.085423875432525,no diet,Expert
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1080.0,1,26.60575259515571,normal diet,Expert
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1440.0,1,26.496726839912714,normal diet,Professional
37.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1185.0,1,29.85651974288338,normal diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,978.0,1,22.731402499504068,normal diet,Expert
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1160.0,1,26.62285586990421,normal diet,Expert
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1310.0,1,29.681929067367236,normal diet,Professional
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1235.0,1,25.107142857142858,normal diet,Expert
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1450.0,1,27.799961419753085,normal diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1333.0,1,27.758494031221304,normal diet,Professional
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1140.0,1,24.138503086419753,no diet,Expert
26.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,2-4 years|,1685.0,1,27.976530612244897,normal diet,Professional
45.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,880.0,1,31.00779683671196,no diet,Professional
45.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1005.0,1,25.056805524615726,normal diet,Professional
46.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1020.0,1,23.625288804872927,strict diet,Professional
32.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,1310.0,1,26.647776318258586,normal diet,Expert
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1150.0,1,26.602783203125,no diet,Professional
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1290.0,1,25.102162269390995,normal diet,Expert
39.0,Professional sports,Beginner with coach,Single workout per day,1-2 years|,1070.0,1,26.037037037037038,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|2-4 years|,959.0,1,23.370844444444444,no diet,Amateur
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1395.0,1,26.28313379542113,normal diet,Expert
37.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1360.0,1,31.37770283673874,strict diet,Expert
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1225.0,1,26.678191937932198,normal diet,Expert
29.0,Professional sports,Advanced (Trainer/Courses),Other,4+ years|,1455.0,1,28.744888888888887,normal diet,Expert
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1340.0,1,26.245333333333335,normal diet,Professional
23.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|4+ years|,1395.0,1,28.0550304557866,normal diet,Professional
